"1821","Government color can","Direction","b""\x16\x7fTJ\xd2\x0c\xa5:\xbbC\x83j\x802\xad\x8f\xdat\xf0\x02\x9b,\x05x0%\x9c\xac\x1eB+k\xba?\xf3q\x98YK\xb7\xb4\xc6\xe1<\x81\x17\x9c\xbd\xe78\xb5\xaa\xa0\xaa\xa3\xfc\xa1\xb9m\xb6\xbd&'\x18""","Yes program site lead condition account carry old.","100.07","2.501937512086265","true"
"1822","Finally produce the operation hair","Program","b'(\x98\xe1J\x00\xef\xad\x8c\xee>\xc7\x96\x18\x9a\x85\xe3\xa4PZ\x9d\xd2F\xeb\x9b\xac\x8f\xd2k\xa1\x88\x0bt\x95\xd4\xec\xd3E\x1f\xfen\x8a\xa9\x1d\xd5\x03\xa4i[\xa7\x9f}\x97\xa3\x8d}\xe4m\xd4\xef\xa4\xf1\xb0\x05\t'","Recognize expect when until pick play.","132.45","3.4014303789082243","false"
"1823","Free according few mother","Deal day","b'\xdf\x1c\xb9<\x92d2]\x86D\x1b\xad{\x1d\xc0\xb6k\\\xe9\xe3\x1b\xe6\xe4a.\xdd`\xed\x90\xcf.Q?\xdd$\x10\xea@\xaa9\x87C\xa7\xc8*w\xc3\xf3:E\xa2\xcck\x90\xe3\xb5\xf7\x1f\x1b\x98\x0eo4h'","Her pay ok cause.","158.74","1.9234303691218513","false"
"1824","Audience room","Show","b""4\xa0\xf2\xc9\x9b\xd5f\xf4\x84\xb1\x80\x83\xac\xf4\xc8<\xd5\xc7\x00`\xe1\xc7'\xa1\xac\xe9/\x0c\xbd%fd\x96\x98\xc5d\x07\x8e\x04\xdf\xc3\x8c@\xc0\x81\x98s5\x86HPc+\xe0\x12\x10\xdc#\t4|\xb8\x89\xf0""","Dinner west home city war.","33.79","1.1662555452636592","true"
"1825","Consider there","Key our","b'\xab\r\xbeAo\xeb\xc7\xcc_~\xc6\xe8\xc4\xa9\xdc\xa9\x08\xff\x12\xbb\x14,\xbe\xaf4\x8bVJ[!W\t\x89\x07xK\xc8\x87\xdd\xe7+8qF\xc1\x97\xb9\x19\x84\xca,r\x0e5m\x8d\xef\xeb\x84\x045R\xf4?'","Artist age few identify born.","118.04","2.1003172178686684","false"
"1826","Find three find goal interview","International represent","b'\xf5\x15\xb7\xf4=H\xa9\x92A\xc0\xdc\xce\x0b}\x8dv\x1cU\x7f\xe6Jb\x16{K\x01[\xbcW%\x92\xdb\x8d\xd5\xea\x02\\\xfb\xdc\x16\xe2\xfd\xd4\x85yZG\x04p\xb8\xf9\xbf\\\x96\x06\xfe\xd9v\x84w\x94\xb4s\xdc'","Detail white everyone you leader they represent popular.","2.41","2.2723980165215254","true"
"1827","Either professional against matter try","Nothing company","b'|$\xff\xf6\x087\xfc\x93\xa5<\xbb\xa0\xd6p\xef\xbb\x82\xe29\xa4A\xc3\xff\x7f\x9c\xde\x06}\xfd\xd3=3\xc3\xb3+\xb97\x91Q\xfd\xf8\xb0\x04\x152n,\xa7\xf1VBb\xd1\n\x9b\x9c\xed\x84\xfdb\x18\x91\x0b\xc7'","Mrs different matter often.","8.23","3.306588866648168","true"
"1828","Store later industry local century","Us","b""i-4\xad\x89['\x8d+Y\x80\x99\xc1\xd8\xd9\xa4\xf2\x1d\x02>\x93;\rK;\xd8\xdb\x80{\xa9\xf5\t\xa3i\xe6\x0c\x06\xf9P\x92\x01\x0c0\xb75\xd42\x16\xc5\x91\x08\x97\xba\x1e\xafZ2!\x93S\x9f4a\xc1""","Say fill discuss technology.","445.18","1.3183093138904152","true"
"1829","Themselves from energy","Determine","b'\xf6\x1c\xafN\x9e\xceB\xae\xc6H%W\xc8\x8e/rot\xbf\x84\xfe\xa7\x1c;\xf1$\xca=\xa0\x7fs\xe9\r<\xc1\xb2\xe5\xbe@\xa6\xf1g4\xdb\x9d\xdd\x06v=2\x04\xd0\xa5\xc7_\xa7\x17\xf8`\x17\x19\xe1#\xfa'","Few note special company page worker account.","78.69","3.5785430732445707","true"
"1830","Message agency main","Before rock","b""\xf6\x17\x95\xc5('\x10B\x1f\xfd#\xd2\x8d\xef\xd8#\xd1E=\xf54\r\xff\xcaB\xfc\xf6\x1a\xfdp(nO\x84\\\xf9XJR\xcd\xc2s\xf1\xd4f\x8du\xa5\x1c\x15\xddO\xe8Jn\xb2\xa7\x0f\xe0\xeb\xfb\xb8\xbc\xe8""","College speech person war participant note.","285.56","0.7520252525242027","false"
"1831","Spend floor with democratic this","Experience more","b'(_,\xa2\xb3\xcfO\xca\x80\x0f\xde\xdeP$`0\xe8\x88Z!\x90""yB\xeb\x9fx\xd9\xd36\xa6v\xa3z[\xb3\xb92\xff?8\xcd\x85A\xaf\xf3Qu\xf1\x18\xed\xbc\xd9\xde)$4[\xc8Q\xedO\x8b\xed'","Reality recently reflect finish modern.","404.89","1.5686889072148735","true"
"1832","Camera successful more wear","Turn","b'@\x0e\x18q\xac/\xc1hw\xd9\xd2S\x98\x92!/\x18\x1c\xfa\xc5?\x8ao\xac\xcawx\x98\x926\xddF\x86\x8aRE\xb0\xbe\x1c\xc0\xcb3\xe7\x06[\xcf}\xc4\r\x996\xa0\x89\xa3\x15\x7f\xd1jG\xbd\x8d\x11Va'","Growth stop shake future position investment talk.","11.09","0.6690708498402437","false"
"1833","Government stay product","Nothing because","b'\xfa\xee\x05\xdf\xaa\xb4\xd8S\xa2\xe6\nr\xea\xc0\x1f""\xa9O\xd1$\xaa\xa2\xea,\xcfI\xd5\xe3\x9d\x01\x94\x81\x11aq|\xec\x92K\x06\xf8Dj\xfa\xec2\x10%\xe8\xe6\x8d\xa8w\x99\x80l0\xa0\xca\x1c\\\xae\xca@'","Dog miss throughout data if nature what wear.","369.57","2.1909914869687053","true"
"1834","Second see","Suddenly","b'C\xb0\xbdP\xd1\xa0\xb8\xa1\x002\t\x8d\x9fY*\xc4\xc9\xdd\x94\xcf\xa1UPW\xabS\xc8\xf6{\xb8\xd1\x84\xb9\x05Ehv\xd1\x1f\xfafq`V\xa7\\\xa4L\xf6\xbd\xc27\xf2\xd2\xbf\x1f\x0e(\xf5\xfa\x99\xf7\xe9\x88'","Mr experience leader wife resource daughter understand real.","47.66","3.355277019465282","true"
"1835","Charge month name tend","Argue","b'\xae\x8bo\xf8(i\xad\x90\xdbK^]m\xf7\x9b\xa6S\xfe\xc4`\xbc\xcb}\xd5\xb9\xa5\xe3f\xd0\x1e^o\x07\xdb\xc5\x99K\xb7Ji\x89\xdcr8\x1d\xee\xf6\xa8rj\xc4\xf2q\xb2\x8cC\xfd\xc0\xdd\x10\xc9\xe4\xb1\xf5'","Number agency although.","97.16","3.0567912504828065","true"
"1836","Decide imagine physical","Whole win","b'1-\xd9Yf\xecE\xb3\xb5\xc4HJ\xdd,\x10\x06\x9e\xe76\xd8\xe46R\x82c^LK\xb9\xe8\xe0*\xb7\xe8Wh\x07@\x8e@\t\xdb0\xd3\x90\x04&k\xd2\xc7%m7\xf55\xd9z\x06+\x16\xa7\x8eb\xe0'","Once student behind.","300.27","1.2324901037450053","true"
"1837","Case subject Democrat father short","Pass","b'g\xefM\x9a\x94H\xd6wB\xcfV$\x18I~\xbc=\xa7oo\xe1H\xf4{{\xce\x05`\x82\x02\x99\x03\xeb\x90Am6D:\xf7H\xb4r\x0e\xd6\xb0w\xae/0\xe2S\x83\x05\xf0h\x8b;\x1e+\xe7\xb3\x8fl'","Put picture test thus figure keep.","464.44","3.644725437743973","true"
"1838","Population charge on less","American likely","b'\xfb\rS_\x8b\x17\xc1\xb1\x8e\xd5/\x15\x0bh\xcc\x9c\xaf7\xf7Y}H\x17\x18\x9cS\xf0B\xfa\xfd\xda\x82\xba\xba\xd6S\x00\x8d\xf9)\x13\x9c\xa0\xedBeV~\xa9\x8a\xeb\xdc\x86?\x06Uo\xee\xb3u\x1a\x1cf\x9e'","Fine tonight natural religious sell evening security.","179.82","3.266723958001489","true"
"1839","He program","Hit meeting","b""\xac\xc6\x14\x87',HdR\xc7\x11\x82\xb2\x88\x9aG\x9d\x8b\xe7\x9bd5\x84\xe9y\xe6\x96\xaa\xf2]\xe8\x8ek\x80\xaf\xf9vX!\xcf\xfb\xf8\x0cP\x10\x84\xdb\x17\x17\x91\x1c\x9c(:\xd7\xf8uW\x0e\x1f\xee\x01r\xdf""","Action board quickly door.","113.19","4.4908624272054345","false"
"1840","Population cause hard","Notice suggest","b'c9)\xe2\xff5M\x19\x07\xfe\xb8u\x93\x8c\xd5\xf71\xa46\xa5\xc8\xe9\xf5tQ{\x1b\xf7\x88s\x98C\xe6\x8e>\xb4?*\x1f-\xad[\xc9`\xb6lnU\xadU\xb9\x8d\x0e\x1d\xef\xd3DP\xc9@o+b\xba'","Middle rise position painting suffer interest today.","413.02","3.4291490950392283","true"
"1841","Foreign lawyer occur our","Box","b':\x9dv\xf7\xb1T\x9c\x14\xaa,z{_#\xb3\xfe\xd6\x9e\x8a\x96\nN\xce^i\xd4\xde\x14\xa67!@j]\x1a(\x92\xe4xS\x94\x1d\x12\xe1\xa9G2\xf0\r\xe8\xe7(#\xb4\xfc\xf8\xb7\xb4\xfc\xa5\x0e\x86\x9f\xa4'","Air time choose thousand set laugh.","290.52","2.4578103515996563","true"
"1842","Life focus stay story","Between finish","b'd\x13_\xad\xe0i5\x88\xd1\xd0\xa3\xe0\x11\xba\xd3h\xcc\xb8|\x8d\xc0\xf1\x0b\xf8?\xf8\xc9wV\xa2\x91\x1d\xca\nm\xe4c\xfc\xaf\xc1\xb6\xa8\xa9\rk\x97\xb6}\xb7\xae\xa8\x04Dr_\x14{\xa4\xee9\x08Ln\xa3'","Address else effect police put all.","25.99","4.172528375782267","false"
"1843","Ago deal must doctor","Hard","b'\x01 )\xecj\xf0\xc8!\x81v\x0f\x15\xf8\xcaX\xd7""7<\x82M9\x98T\xfc8\xdcM~\x12at0wH\xc2\x1aZ\xe6\xbd\xf9\xbe\xb0_7\x1cr91\xc7\xbf\xe0\xa6\x032b\xf4`\xef\xfd\xbbov\x16'","Thus sport machine.","78.15","2.150386553740499","false"
"1844","Tv white organization","Happen","b'\xd38\xe6\xc7F\xa3;\xd4\x17$0\x16E\x13\xee_\x00\xf1\xa0\x07\x8c3\xbd\xfc\x9a\xe0w\x11f\xf4\x0f@,j6\xcb\xefv""\xb8\x9e\xd1\xfa\xf5\xbf\xc0\x14\xa8-\xb6\x8a\xbfL\xfbC\xeb\xd4\xe6\xd5\xc3\xe7\x071+'","Form author vote make.","103.45","0.21427212206580282","false"
"1845","Place behavior sister travel","Choice","b'\xd3p)=\xe1}TwG\x8c<\xd9\x97\x0b\x84JR\xb3\xde\x12b\xc4\xae\x12T\x16\x10\x1a\xc9\xd6;#\xd5O#\xa7\xf9\x8e\x00\xd8\xbd\x1e9\x1e~Dq\xdb.i\x03d$\xd2\xfe-\xf9:\xc2x\x07\xd5k\xc2'","Stop tax institution.","332.30","3.2031313781676496","true"
"1846","Painting prevent phone part long","Sea","b'\x87\xfdA\xd2\x84\xefG\xcfL\x8b\xcez\xfd\x84\xf9\xb1\xde\xc6i(D\x14\xe60\x7f6E\x15\xc2Q\xa5`A\x88P\xaf\x7f\xac\x95\x8bO\xb0Z\x03\xc7@\xcf\xbeuW\x8dv\xbc\xec\x0eb\xceL\xe3\xdf{\xc5G\xbc'","Dog seat believe.","147.36","4.017122449732908","true"
"1847","Open upon indeed agreement","Local","b'\xa3\n\xc6v#\xd5\xe6\x18\xedK\x12J\xc9\x02\xff\xda\xc0\xdd\x8f\x0c>>\xd1_\x0c\xe7\xbdN\x88\xc4\xcdd\n8[\\\xc8Z\xc2\x1f\x13\x13b\x07R\x1aik\x06\xd9H\xf1\x84I\xbbd\x04m}>\xde_c\t'","Bill social there camera worker thus almost.","228.29","3.2223530620458716","false"
"1848","Positive debate part life win","Energy Mrs","b'\xea\xb2c\x0ek\x17A\xec\x0c\x92\xe8\xc1\xfa\xfa\x9d]\r\xc2\x04""bf\x88\x97\xa7T\x8d\xbd\x99\x1d\x1flA\xaa\x87%\x0f\xf6\x057k7\xc1\x0b)P\x0e-\x80\xb6\x18\xb3\x88\xf0\xcf\xd7\xfd\xb4\x96z\x13M\x18\x0b'","Improve agree as table blue.","297.12","0.756793691178016","false"
"1849","Stock political civil","Development step","b'PAMv\xa6\xb4\x8a\xe0\x16[L\xd3\xafJp(\xa4k\xb8#\xfd\xd3\xdc\x13\xdf\x08\x0b\x04$\x033M\xaf\xd5\x10f""\xfbp\x03\x97\xa9OC\xef\x8e\x94\x86\x1c\x1c4\x87+\xde\x98\xa2=\x0e\x8c6i\xc7\x08\xdb'","Sister condition push very speak their.","46.83","0.6167728072488954","true"
"1850","View indicate out war","Increase","b'\x05\xb2;\xef\r\xc2/gB=\x8d.G=qQ\x03\x89\xb5\x03\xf2H\x80\x12f\xe8\xa6s\xfa\xaa\x81M\xa1\x80\xf6I;\xcb\xa1\xb8\x97\x17_l&&\x04<""\xc3Pr\t\x0f}[\xb0y\x16<\x9d\xb7\x8da'","Authority need mother next study seat process.","415.97","3.392227139616913","true"
"1851","Impact I alone matter","Green","b'\xee\xdco\xd7B\x12j\x9e\xe4)\xb1;\xe1\xd1\x0bc\x02\xdc<\xf2mSl\r\x8an\x9eq3\xb10\xaf\xc7\x8b\x89(\x83\x13\x04\x8c$\xa9\xc1\xf2\xe9X\xbc\xf1A\x95f\xd2@\xc8=G\xd5\x86\x8d\xdf\xa6\xe55\xc8'","Candidate building research floor much experience usually.","403.98","0.7457435100688575","false"
"1852","Say rule model","Agency","b'\xfd\xb1\x05\xa1\xc2\xb9\xefJ\xc0\xf6\xb8\xb3d\x0e\xa9\xabv\xad\x10\xa3|N\x9e\xae\x8cU\x9b\xdc\xc42\xd1*~{\xc93D\r\x0f~\xcc\xb9{\x97\xda\xc7\t2\x9f\x172]\xb5\xa0\xb4\xff\xf8i\xa8\x1c\x86X\x1d\x14'","Example who since loss.","70.70","2.9789036735754024","false"
"1853","Many personal","Suggest","b'\x18\xb2\xdd\xd1\xcd!\xe0\xab\xb7\xf4\xef\x07\xa4""\xd0\xc7\xa2\xf6\xb1\x008\x8b\xcdI\x8bU%\xe8? $^\xd6\xf6\xe9W\x06<=\xe4\xb7\x96\x9d\xcd\xa7\xd1\xdb)\xd9:\xa0f\xc6\xa5\xe4\x96\x8e\x19\xf8\x9c\x97\xe0e\xe8'","Little should several traditional believe own cut.","378.52","4.069473030124142","true"
"1854","Particularly story face could face","Together","b'\xff\xe7\n\x12@\x1d\xbf\x8f+P8\xc25\\+<\xef\x9d\xd6\xc8\xf8\t\xe9\xae@\xa3\xc4(\xe8\x86\r\xc8\xc1x\x19\xda\xb9`m\x10=\xff\xb1\\\x0b\xd0(T\x95\xe6\xfa\xe94\xd1w\x07\x9b{\xaf\x126b\xcf\xc0'","Wonder stage investment speech recent.","31.31","3.7495389677947975","false"
"1855","Father per individual","Free light","b'\x19\xf2\xabb\x05\xdd\xc0\x99\xa5\xa9P\xf5NK\xec\xb9\xaf\x80\x9e\x827\xf6\xf9\xb0T\xc4}\x959;\x8f\x92\xe4\xd2\xa5\x8c\xd4\xa5\xa6\xccU\xb0\xdd\xb9\xa4\xe1\xf8\x9b\x9c\x90\x9b\x96\x82\x94.\xd7\xd5j\xf6b\xff.)Z'","With very collection although finish rule impact.","104.64","0.5725421492326827","false"
"1856","Fall now art","Yourself account","b'\x15\xe1""Z|Nh%\x0fx\xee\xc4\x1f\xcc\xd1\xb8*\xfel\x80\xbb!\x9d>\x9d\xe4\x9c\x98\x9a\xbd\xae\x98\x0e\xf7\x94Jw\x91\x99\x06\xcfe\xe4\x1a\x8f\x13&Sw\xc9\x0f\xb9\xec\x12\t~\xd0\x0c\x85UF\x1a4l'","Center minute policy be nature.","440.96","3.6845924799648264","true"
"1857","Man data","Pm","b""m\xd5{lB\x1a\xed\x82\xc5\xf3G\xecc\xa1\xf5Z\xb2DE]o\xfb?\x10\x01\xd5$R\xda[\xb5\xfbZ.\x03\xa66e\xee\x92'\x14\xb5\xf3\xbf\x82E\xf7\xc1\xc0\xd9\xcdT\xc8\xec\xf1\xd1Qh\x90\x88\x88\xf2\xcc""","Role article chance investment.","137.13","0.5858878268334222","false"
"1858","Change own true thing","Dark","b'\x85i3\xe7r~T\x10\xef""N\x953B\xdc\x8aG_|\xdc\xae\x862lvs\x80\xdfo\x9b5H5\xbc\xcd\xb7+\x8f\x0f\xd2\xef\xda\xb9\xce\xe1,\xe7}6\xf5\xa7\x1cY\xec:\x88\xa06\x8f\xac\x06\xb3\xb9{'","Win cultural white garden perhaps population prevent.","139.87","3.3567990671725227","false"
"1859","Play these between","Sister","b'\xbc\x1d\xd3#\xe1\xb4\xff/{6\xe7\x06\xb2MiN]\xb1\xca\x82b""\xb5\xfbY\x1dyj\x96\x9bx\x80;1\x07\xf7A\x17c\xd2Y\xad\x04\xd7\x08\xd6\x1f\tv\xba\xb0\xa5\x15\x16}\xb7\xa9\tc\x15\xad\xee\xb9\xbd'","Draw like accept year describe.","301.58","2.13447738171437","true"
"1860","Option me list four site","Growth","b'\xdd\xbc\xb1\x03\xf0\x8c\x9a\xdc\x82\xe1\xa5\xe5\xd4r\x0f\x10\x0e|?O\x0c6d|b%\x7fw\xa0\x0f\x1fa\xd7\xd0\r\x9d\xdc\xeck\x93\xc59e\x9a\xf0\xd3\x02\xef\xe3\xaa\x16*0\xf9z\xedz\x1eH\x99T\xd4O\x9a'","Short anyone hour along.","41.99","1.5803535351585507","false"
"1861","Chance become as","Daughter international","b'\x16Q\xbb\x85]\xc8!\x04\xf6\xca\x96\xbe\x0c\x9b\xe6Q\xcb\xbb\xa9\xb0\xf6\x93\xc3\xe2P\x12z\xe3\xf1\xfbX\x85.\x87\x7f;\xbd\x9f\x7f,cg\xf8\x17m\xa9\xbb\xed\xbb\xf6\x03\x98\x95\x01\x84\x9e\x83\x8c\xc8\xaa\x86\xc4\xcc\x19'","Within ahead service effect however city.","135.78","4.673826695502291","true"
"1862","Provide something very","Local so","b'\xbd\xcf$\x1f\xb1\x93\xcfm\xac\xcf1\x04s\xe8\xda\xebt\xf0\xa2\xa5\xf8\xfc\xba\xa0X\xecYIm\x1a\xbd\xe77\xcf\x98\xf1\x15\xf6\x1e\x11j\x1e\xc6\xe0`\ni|\xf96\x9d\xea\xfd\x11\xad\x89\x1e\t++\xdb?oX'","Next drug should have history popular.","5.92","0.2140584541554047","true"
"1863","Green manager research democratic","Second wear","b'c\xfc\xee\x1cf\xc09\x04B\xd8\xd3#/\x19{k\xab\x84\x96x\x88\x00\xe8\xeaa\x1f\xa1g\x94\xab9\xc7\xe2\x94\xa6""\xcc\t@\xea\xd8\xff\xb7\x8d2\xcf\xfc\xfd\x1e\xc6\xf7\x8fEP\xad\xf9Ez\xb8\xd2\xcfN\x80\x96'","Into despite fight gas practice so she difficult.","97.23","3.3809958792906376","false"
"1864","Small usually evidence every provide","Window","b""\xec-v\xe3@\x9e\xc9j\xccR\x93\xca\xf6G\x8b\xda\xbf\x980\x0b\x9e5\x04/\r\x90#H\x7f\x96\xebq\x8f\xf6:p\x0e\x1d:<\xd0\x83=+\x95\x9b'\xa0\x81p\x1d\xc4\x9e@ \xe9+;\x1b\xd6\xf6\xc1\xf4\xce""","Discover dream how player sound.","483.64","3.8588938680276605","true"
"1865","View traditional production","Career","b'\x8e\xce\xd5\x87\x1br\x1d\xd7s\xe3\xdb\x11\xf5\x9c\xban\x8dF\xd4\xdb\xb2\x1576\x92\xe8\xc1=\x89fV\x08 F\xf2oM\x82\xcc\xe4\x14\xf6IJN\xdf\xaa\xd8-p\xfad(K\x1d\x0c\x94\xd0`/\xdd#\xaa\xe8'","Catch should key newspaper medical.","365.85","2.0678713964232913","true"
"1866","Smile information teach owner","Open","b'j\x94\x92""\x93\x06,%}\x1b\xa0\n\x1f\xc3\xfa\x82\x92\x0fD\x91/Z\xb6g\xec>p\xbe\xfa~\x8b\x80\xackS4\x0f\x8e\xfb\xcdv\xe16\x91n\xb0\xe9t\x19*\xd8\x8c\xb9\x8a,@W\xe9#.\x8f;\x92\xb7'","Nice high also few.","473.38","2.6614655583067544","true"
"1867","Weight hot health situation road","Quite","b'r{qI\xc7\xd5\xa5.ku\xdb\x1a5C\xb8\xe8\x1aL&\xc82@\xd2;o6\x074\xf6\x86 \xd8\xdc5\x0eV\x85\xe5\x9fk\x14\xd0|\xc7\xeb \x84A\x01<\xd8\xe9\xe3\x1c\xffm\xfc\x9fN<\xf6\xce)\x7f'","Appear determine career company see effect range.","54.71","0.7656207233783752","false"
"1868","Certain than discover skill","Tell moment","b'\xefg\xbb\xf9I\xf6\xef\x0ezQX\xed\xaf\x9eF\x0c}\xdc\xdf\x86\xca\xe9\xfa\x00 \x90\x180\x1e\x9f\xbd\x01\xff\x04\xac\xe7D\x8f\xa8$\xf2\x13}j\x0c\xbaM$:~rG\xd1\x95\xc6p%\xdc\xac\x06\x1a/\xcd\xcb'","Pretty decade community may computer responsibility rise degree.","364.46","2.035526350474328","false"
"1869","Tree air vote","Fly","b'\xea0:\x96\xf6/\xbe\xa8\xc4\xe2[<x]\xe5\xa5t1\xf64\xb5\xeb\x85\x8e\xaf\xeeU\x97\x9a\xb3\xf8\xcf\xb9\x15\x9ao\xdf\xf0\x8d\xb9\x97\xe6\xe8(2\x11T\xa4\x1f\xfc\x04\xeb\r\x07\x12\x05\x83a""U\x95B\x0f/'","Teacher ahead reality.","70.97","4.83562580252214","true"
"1870","Cause feeling look lay challenge","Court base","b'\xdf\xca\xb1\x15\xa33\xea\x86\x8c\xec\xb7\xb5\xf9\x98\x0e\x1d\xa0`\xd2M\xe4X9\xf7""cqDm\xba\x87q\x9f\x92\xfdL\xb6^\x93\xce\xd5,y\x8a\xdc\xae(\xe2\xa3+]\x0f\x00\xef]\x18R\x80\x7f\xa0\xb6\x1aJ\xe0'","Drive tax inside pay born day seek now.","138.23","1.225536840001546","true"
"1871","Common never mission","Note","b'\x11\x9aS\xe3\x13\x04\xbd33\xab\x11\xaa\xfdq\xd6\xda\x8ep\xe4\xe3QsM\xce\x0c\xd98W\xbb\x1a\xb0I\x9d\x08\xea\xff\r\x16\xc9\x8fvK\xb1J\xb9S6\t\xf2\xb8\xf4b\x8d\x97J\xfd\xa5URvR4?\xd1'","Himself reduce school look majority the material.","141.98","1.6500298718183815","false"
"1872","Wide among whatever","Decision need","b'\x12\xd3>\x87T\xc5\x15_oC#\x0f\xd5\xcdRa\x00V\x17>i\xd5\x1e\x0e\x91<B\xc1=c\xa8\xeeA\xa3\xe5:8\x0e\x00N\xddh\x05I\x9a4\xa6\x06O\xa8\xea\x98\xa12\xa4\x9a\x10\xd0\xc0\xcd_\xc4\x9b\xed'","Heart show our we control require realize.","171.79","2.41738935543909","false"
"1873","Well middle kitchen","Form","b'\xd0\xe8\xa5\xcd\xb0\x18k\x1d&\xf0)4\x8e^5\xdesg\x06\xf8{\xb1\x83woWT\xb0\xdfJDU\x87I\xc1Y1\xb01\xedUNK@\x17HG\x04\xb4o\xdc\xd2;n\xfeO\xf2>w\x04}\x1a\xdb\x9b'","Food inside our scientist just state.","273.80","4.309512930917267","false"
"1874","Gas politics forward","Color","b'\xc9\xa5\\\x93\xb3\xed*\x9a\x85Z\xb5\xc2\xca9\xf1L\xa2\xfa\x84\x11\x16wp\x90\xbb\xb5\xea\xe9\xf7\x17<&\xca\x19Q\xf4\x12c;>b6\xf2D+\xf3g\x9eT\xaa\x85\x84\x94\xfe\x9b\xdeD~\xa5\xcd\x94\xc0W\xfe'","Suffer to support realize must sense indeed.","176.34","0.7908338524662573","false"
"1875","Force project stay minute","Rather goal","b""\xb9G\x8a\xcc\x8eYT\xf3H\x1f\xa6\xbb\x17\xf1\x12'\xdf'o*\x0e|s\xd3(\x96\xa4\x97\xe4z\xb7\xb9^\x18\x1a\xf3r\xb74^v\xee\xe7d\xb9\xd3\xdef\xbc\x1b\xedxR\xfc\xefV\xce\xe4GZ\xf7\x9a\x7f\xc1""","Half inside only model than within.","276.68","2.2598695248362706","false"
"1876","Information gun until would occur","Less","b""'f\xb5Y\xe4\x02Y\xab\x89[\xbf\xe4\xa1p\x01\xae\xb9\xa9\xedm\xb9\x04\xf8!\xe86\xe5VhI\xabtv\xe7Z&\x15\xc8N\xf5\xe2\xb62X\xff\xc4DF\x18d\xdf\x01<\xf1\x1f+2L N\xe3\x99\x00\xab""","Respond detail employee.","252.52","0.18593614341972153","true"
"1877","One financial represent knowledge site","Cultural member","b'\xca\x15\x7f\xb3<n\x06\xb5\xfe\xd0\xd8\xbf*H@r7>\xd4\x8b\xc1,\xd87K\xef\x83\xd4\xb6\\\xfa\xea\xa1\xc3\x18\xf2\xa2v`\x16\x02\x16<D\xb1\xa4\x03\xe8\xb3\x8c}\xbc\r|\x0f\xef|\x04x\x92\x8c4d\x96'","Tell risk put poor society whom occur three.","159.77","4.377462705012805","false"
"1878","Expert citizen much world","Structure sea","b'\xcei\xe88\xfc\xff/H!\x8c\xccx\x04\xb2B\x03?""x,\xe0\xc6W\x88-\xf4\x82\xc9\x8abI\xf7\t\xc7v\xe2\xca\xbc!\xf9\xfc:77~\x1a\xc1\xee\xb1\xe8\x8aD\xedb\x8d\x02T\xac\xef\x1c\x14\x9c[\x9b'","Effort stock well just serious but son.","226.63","3.3087863585948214","false"
"1879","Concern attention find value window","Rest miss","b'=\xcf[\x7fe3\xa5\xa1\xad,\xae\xa1h\x0b\xa1.""\xc0\xe1J\xed\xf5\xdc\x1b\xc6\xb4\xc4_=M\xac\x8e\xd5\x03\xbe)\xff\x96}\x8a\xa3\xcf\\\xc9\xe5:eow@\x11_\xb7\x9b}\xb44\x91\xa1\n\x13\xb6Wt'","We watch attorney of like cultural.","126.00","3.465624850928883","true"
"1880","All her memory suggest audience","But","b'\x1a\n\xa1>\xd3\xac\xbd\x8d\x85\xf2g\x162fR\x14|)\xe6\xcfj\xaf\xfa\x9d\xc8\xe02\x11\x8c\xcd\xfb=ab&\xb0\xbe\xack_\x06\xff&T\xee\x8b\xdaz\xa1\xca\xd6/\x95\x7fS\x01e\xbb\x01\xa3\x12\x8a\xc9\xec'","Dark analysis serve different investment bring toward can.","206.02","3.825471804618617","true"
"1881","Fall west window guess","Rest mind","b'-$2\xff\x16\xcd\xfa\xf7f\xdfeY|\xcf$H\xd1x\x9cF\xa9Y\xa0\xe1\xd4\xb4D\x8c4\x8c.\x8c\xd0\x13\x87\xb39\xac\\R\x80A\xc9\xbeG\x11\xec\xd4\xa7\x1bR\xed\x02\n\xc5\xd1t\xa7\x95\x0e{\xeer\xfd'","Culture sign exist Mr.","463.06","3.4281060764106632","true"
"1882","Which nearly space economy law","Serve","b""\x8e\x14?\xc1\xac2\x07\xb2\xcc\xc2\x80\xc0jp~\x04\xb1Z\x91?n\xa1\xaf\x9cZ\xbfg\xa1=m\xd5%3\x9d\x14\x00\x0e\x16'i\xd2\xf7xbH|\x107\xe8\x98\x16\xd9K\xe7SA\x9d\xbf\x9c$\x15\x18Bv""","Into operation Republican create themselves.","204.29","0.5970231746413257","true"
"1883","Natural hand key","News off","b'\xb8\'o""\t\xe9\xfc\xa4\xf3Q\x93\xb6\x06wf4\xcd\xd6\x07\xd5q\x00\xcd\xc47\x8a\xa6?\xd1\xd3\\\xa0\xddEd\xe0\x05s\xc5\t\xda\x1e\x08\x02\xaf\xc5\xd3\xc4=\xfb\x87\xddC^\xbf\x02|\xa6\xa3k\x1ff\x07\xd4'","Picture song perform edge deal kitchen charge.","109.24","4.54448146486438","true"
